"~id,initials:String,title:String,department:String,location:String,~label"
"28022,S.O.,Sr. Dir - Product Marketing (Mgr),Brand Management,London (WeWork),Employee"
"28025,M.N.,Data Center Technician,Data Center,Strasburg,Employee"
"28046,E.N.,Head of Total Rewards,People Operations,Scottsdale,Employee"
"28047,S.M.,Eng - Software Development II,Global Platform,Scottsdale,Employee"
"28048,J.S.,Eng - Software Development III,Global Platform,Kirkland,Employee"
"28054,A.S.,Eng - System Telecom II,Cloud Infrastructure and IT,Scottsdale,Employee"
"28056,P.Y.,Software Development Eng II,Development Products,Beeston,Employee"
"28057,P.N.,Eng - Network II,Cloud Infrastructure and IT,Tempe,Employee"
"28062,B.Y.,Head of Marketing Strategy and Analytics,Marketing,London (WeWork),Employee"
"28065,J.S.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"28071,J.E.,Hosting Sales & Support Consultant,Technical Hosting Services,Tempe,Employee"
"28073,B.H.,Hosting Sales & Support Consultant,Technical Hosting Services,Tempe,Employee"
"28078,M.T.,1st Level Cloud West,Inbound for Host Europe,Hürth,Employee"
"28079,J.A.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"28088,H.S.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"28090,D.S.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"28094,E.R.,Consultant - SalesSupport,C3 Support,Gilbert,Employee"
"28095,P.N.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28096,E.Y.,Writer III,Global Platform,Kirkland,Employee"
"28098,I.O.,Eng - Software Development III,Products,Remote - Brazil,Employee"
"28101,F.H.,Consultant - C3 III,Inbound for Domainfactory,Ismaning,Employee"
"28102,S.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28104,D.N.,General Manager Voice & Messaging,Products,Carlsbad,Employee"
"28110,I.C.,Rep - Managed Services Wordpress Expert I,Hosting Support Managed Services,Belgrade,Employee"
"28111,K.P.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"28116,A.D.,Website Success Specialist,Website Creation,Scottsdale,Employee"
"28122,S.N.,Senior Mobile Developer,Products,Carlsbad,Employee"
"28123,C.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28124,S.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28133,K.A.,Website Success Specialist,Website Creation,Scottsdale,Employee"
"28136,T.S.,Consultant - SalesSupport,C3 Support,Remote - AZ,Employee"
"28138,D.C.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"28139,M.S.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"28142,T.G.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"28213,A.N.,Software Development Engineer III,GoDaddy Brand EMEA,Remote - Spain,Employee"
"28220,A.C.,Rep - Advanced Technical Support,Hosting Support Web Pro,Belgrade,Employee"
"28221,P.C.,Rep - Managed Services Wordpress Expert I,Hosting Support Managed Services,Belgrade,Employee"
"28226,C.H.,Senior User Experience Researcher III,Customer Experience,Tempe,Employee"
"28227,S.I.,Eng - Software Development II,Technology Engineering,Kirkland,Employee"
"28232,B.T.,Head of Web Pro Go-to-Market (Sr Director),Global Market Operations,Sunnyvale,Employee"
"28238,K.H.,Consultant - SalesSupport,Billing,Hiawatha,Employee"
"28246,V.N.,Learning Professional I,C3 New Hire Trainers,Hiawatha,Employee"
"28249,O.H.,Consultant - SalesSupport,C3 Support,Gilbert,Employee"
"28256,C.Z.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"28266,S.D.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"28267,A.K.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"28273,T.C.,Marketing-Advertising,Remote - AZ,Employee"
"28275,S.N.,Senior Software Development Engineer,Global Platform,Scottsdale,Employee"
"28296,N.A.,Eng - Software Development II,Technology Engineering,Tempe,Employee"
"28298,A.A.,Principal Software Development Engineer,Global Platform,Sunnyvale,Employee"
"28303,A.R.,Coord - Corporate Events,WHD,Hürth,Employee"
"28307,W.O.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"28308,V.V.,Eng - System II,Operations,Sofia,Employee"
"28311,J.Y.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"28316,S.R.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"28317,J.Z.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"28318,J.Y.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"28327,T.S.,Advisor - GoDaddy Business,CDT Web Presence,Tempe,Employee"
"28338,Z.D.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"2837,A.T.,Spec - Domain Srvcs IV,Domain Services,Tempe,Employee"
"28374,B.D.,Dir - Marketing (Mgr),Global Market Operations,Kirkland,Employee"
"28376,S.N.,Consultant - SalesSupport,C3 Support,Gilbert,Employee"
"28377,M.R.,Customer Service Agent 2nd Level SouthCustomer Service Agent 2nd Level South,Inbound for Domainfactory,Ismaning,Employee"
"28383,F.D.,Consultant - SalesSupport,C3 Support,Remote - AZ,Employee"
"28384,T.G.,Transformation Leader,Accounting and Finance,Scottsdale,Employee"
"28386,S.E.,Inbound Sales Team Manager,C3 Management,Beeston,Employee"
"28412,S.N.,Junior Perl Developer,Development Products,Birmingham,Employee"
"28414,L.T.,Project Manager - Workforce Management,C3 Management,Tempe,Employee"
"28415,M.N.,Eng - Software Development II,Products,San Francisco,Employee"
"28417,T.N.,Eng - Software Development II,Customer Experience,Kirkland,Employee"
"28418,J.N.,Sr. Dir - Product Marketing (Mgr),Global Market Operations,Sunnyvale,Employee"
"28419,C.Z.,Eng - Software Development III,Customer Experience,Kirkland,Employee"
"28420,V.R.,Director - Business Analytics,Products,San Francisco,Employee"
"28421,H.M.,Senior Software Development Engineer,Products,Remote - Brazil,Employee"
"28424,A.R.,Consultant - C3 I,Inbound for Domainfactory,Ismaning,Employee"
"28425,M.V.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28429,Y.V.,Consultant - C3 II,Paragon Technical,Sofia,Employee"
"28430,V.V.,Consultant - C3 II,Inbound for Paragon,Sofia,Employee"
"28435,A.V.,Consultant - C3 II,Paragon Technical,Sofia,Employee"
"28436,G.V.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28438,V.A.,Eng - System I,Paragon Technical,Sofia,Employee"
"28439,A.E.,Website Specialist III,Inbound for PWS,Iasi,Employee"
"28440,C.E.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"28442,A.N.,Spec - SEO III,Marketing,Iasi,Employee"
"28443,S.K.,Consultant - SalesSupport,CDT Campaign Test,Tempe,Employee"
"28446,C.E.,Consultant - SalesSupport,CDT GoDaddy Business Advisors,Gilbert,Employee"
"28447,E.F.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"28448,T.N.,Consultant - SalesSupport,Inbound Services,Remote - AZ,Employee"
"28452,J.S.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"28483,M.S.,Website Specialist II,Website Creation,Scottsdale,Employee"
"28486,J.N.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"28489,V.U.,Website Builder II,Inbound for PWS,Iasi,Employee"
"28490,T.V.,Rep - Advanced Technical Support,Advanced Technical Support,Sofia,Employee"
"28493,F.S.,Social Media and Content Manager,Marketing,Ismaning,Employee"
"28513,R.S.,Writer III,Customer Experience,Kirkland,Employee"
"28514,M.Š.,WPPS Supervisor,Hosting Support Managed Services,Belgrade,Employee"
"28515,J.C.,Rep - Managed Services Wordpress Expert I,Hosting Support Managed Services,Belgrade,Employee"
"28520,M.C.,Rep - Managed Services Wordpress Expert II,Hosting Support Managed Services,Belgrade,Employee"
"28521,A.Z.,Analyst - HR III,Transformation,Scottsdale,Employee"
"28522,H.O.,Website Specialist II,Website Creation,Scottsdale,Employee"
"28529,R.C.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"28530,F.S.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"2854,J.R.,Sr. Mgr - Community,Aftermarket,Tempe,Employee"
"28543,D.S.,Team Manager Website,Website Creation,Scottsdale,Employee"
"28544,T.H.,Senior Product Manager - International Products,Global Platform,Kirkland,Employee"
"28546,M.E.,Mgr - Customer Success,C3 Support,Remote - AZ,Employee"
"28548,V.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28551,C.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28553,A.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28555,M.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28556,A.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28557,A.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28565,C.V.,AM Sales I,GoDaddy Aftermarket EMEA,Sofia,Employee"
"28569,S.A.,Accounts Assistant,Creditor - Accounting,Hayes,Employee"
"28571,K.S.,Marketing Project Manager,Marketing,Woking,Employee"
"28573,M.C.,Rep - Managed Services Wordpress Expert II,Hosting Support Managed Services,Belgrade,Employee"
"28576,F.A.,Eng - System II,Operations,Slough,Employee"
"28578,J.G.,Accountant IV,Creditor - Accounting,Hayes,Employee"
"28579,W.Y.,DCO Engineer,Data Center,Leeds,Employee"
"28580,M.S.,DCO Engineer,Data Center,Leeds,Employee"
"28582,N.M.,Learning Professional V,Human Resources,Ismaning,Employee"
"28583,S.N.,Director UX,Customer Experience,Kirkland,Employee"
"28588,J.N.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28593,A.L.,Eng - Software Development III,Products,Kirkland,Employee"
"28605,A.O.,Mgr - Tax,Accounting and Finance,Scottsdale,Employee"
"28610,M.O.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28611,K.Z.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"28614,M.G.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28615,A.G.,Consultant - Hosting Support I,Hosting Support Phones,Tempe,Employee"
"28616,T.T.,Consultant - SalesSupport,Hosting Support Sales,Gilbert,Employee"
"28619,J.Y.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28620,M.N.,Customer Support Representative,C3 Support,Remote - AZ,Employee"
"28623,B.L.,Hosting Sales & Support Consultant,Technical Hosting Services,Gilbert,Employee"
"28628,R.S.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"28629,K.N.,Consultant - Hosting Support I,C3 Support,Hiawatha,Employee"
"28632,N.R.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"28639,G.U.,Coord - Recruiting I,Human Resources,Iasi,Employee"
"28642,T.N.,Eng - Network II,Products,Remote - AZ,Employee"
"28643,R.E.,Marketing Manager - Social Media Campaigns,Global Market Operations,Kirkland,Employee"
"28644,A.R.,Spec - Production III,Marketing and Brand,Kirkland,Employee"
"28648,S.L.,Sr. Director - Talent Acquisition,People Operations,Scottsdale,Employee"
"28694,I.A.,Program Manager I,Products,Sofia,Employee"
"28707,S.S.,Consultant - C3 I,Inbound for Domainfactory,Ismaning,Employee"
"28709,S.M.,Consultant - C3 I,Inbound for Domainfactory,Ismaning,Employee"
"28710,H.U.,Eng - Software Development IV,Products,Sunnyvale,Employee"
"28726,G.K.,Designer - UX II,Global Platform,Scottsdale,Employee"
"28727,K.I.,Website Specialist II,Website Creation,Scottsdale,Employee"
"28747,S.V.,Live Chat Supervisor,Inbound for Paragon,Sofia,Employee"
"28749,M.R.,Mgr - Business Analytics,Care Analytics,Tempe,Employee"
"28750,D.S.,Mgr - Customer Success,C3 Support,Remote - CA,Employee"
"28753,S.S.,HR Operations Specialist / Workday Expert,Human Resources,Cologne 79,Employee"
"2877,C.Y.,Eng - Security IV,Cloud Infrastructure and IT,Kirkland,Employee"
"28773,K.K.,Eng - Site Reliability III,Operations,Slough,Employee"
"28775,K.N.,Eng - Software Development II,Technology Engineering,Tempe,Employee"
"28776,A.A.,Eng - Software Development III,Technology Engineering,Tempe,Employee"
"28779,D.A.,Eng - Software Development II,Development Products,Iasi,Employee"
"28780,L.E.,Software Development Eng III,Development Products,Iasi,Employee"
"28793,M.N.,Atty - Sr. Staff Cnsl,Legal,Tempe,Employee"
"28794,D.N.,Outbound Sales Advisor,Outbound for 123 reg,Beeston,Employee"
"28805,J.R.,Sr. Mgr - Software Development,Customer Experience,Kirkland,Employee"
"28812,D.N.,Senior Product Marketing Manager,Products,Gilbert,Employee"
"28819,C.E.,Indirect Tax Manager,Accounting and Finance,Scottsdale,Employee"
"28820,S.Y.,Writer II,Global Platform,Kirkland,Employee"
"28844,M.E.,Eng - Software Development III,Global Platform,Kirkland,Employee"
"28845,J.K.,Atty - Sr. Staff Cnsl,Legal,Scottsdale,Employee"
"28846,P.I.,Atty - Sr. Staff Cnsl,Legal,Scottsdale,Employee"
"28852,J.I.,Outbound Sales Advisor,Outbound for 123 reg,Beeston,Employee"
"28853,I.S.,Eng - System I,Operations,Bergen,Employee"
"28855,H.E.,Eng - Software Development III,Development Products,Bergen,Employee"
"28856,H.O.,Sr. Software Development Engineer,Global Platform,Kirkland,Employee"
"28865,T.O.,Creative Specialist I,Website Creation,Scottsdale,Employee"
"28866,D.A.,Eng - Software Development VI,Products,Sunnyvale,Employee"
"28867,L.N.,Eng - Network III,Network,Bergen,Employee"
"28873,M.S.,Website Specialist II,Website Creation,Scottsdale,Employee"
"28884,F.N.,Sr. Dir - UX,Marketing and Brand,Kirkland,Employee"
"28887,A.A.,Director Churn Renewals and Operations,Global Market Operations,India (WeWork),Employee"
"28889,S.R.,Mgr - Program,Cloud Infrastructure and IT,Remote - AZ,Employee"
"28916,C.U.,Eng - Site Reliability IV,Products,Los Angeles (WeWork),Employee"
"28917,A.U.,Eng - Software Development III,Development Products,Iasi,Employee"
"28918,J.G.,Software Development Engineer - Marketing Technologies,Global Platform,Tempe,Employee"
"28921,L.R.,LDP,Productivity,Gilbert,Employee"
"28922,D.S.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28923,K.O.,Social Content and Engagement Manager Verticals,Marketing and Brand,New York (WeWork),Employee"
"28929,A.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28934,M.E.,Consultant - SalesSupport,Billing,Hiawatha,Employee"
"28938,T.R.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"28942,T.R.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"28943,S.O.,Hosting Sales & Support Consultant,Technical Hosting Services,Gilbert,Employee"
"28945,S.R.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"28947,J.Y.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28949,T.K.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28951,P.N.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"28952,E.R.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"28956,B.N.,Consultant - Hosting Support I,Products,Gilbert,Employee"
"28959,J.Z.,Hosting Sales & Support Consultant,Hosting Support Phones,Gilbert,Employee"
"28970,C.U.,Website Lead,Inbound for PWS,Iasi,Employee"
"28979,T.E.,Mitarbeiter Customer Care,Inbound for Host Europe,Hürth,Employee"
"28980,B.R.,Senior Software Development Engineer - Sucuri,GoDaddy Brand EMEA,Remote - TX,Employee"
"28981,C.T.,Mgr - Accounting,Accounting and Finance,Scottsdale,Employee"
"28982,B.H.,Software Development Engineer,Products,Tempe,Employee"
"28985,E.I.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"28986,K.A.,Eng - System I,Internal IT,Sofia,Employee"
"28987,K.V.,Consultant - C3 II,Paragon Technical,Sofia,Employee"
"28989,A.V.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28991,V.A.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28992,T.V.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28994,S.A.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"28995,R.T.,Analyst - Database II,Products,Scottsdale,Employee"
"28998,S.S.,Marketing Ops Technologist II,Global Platform,Scottsdale,Employee"
"29006,S.N.,Mgr - Customer Success,Products,Remote - TX,Employee"
"29028,D.E.,Mgr - Data Centers,Cloud Infrastructure and IT,St Louis,Employee"
"29029,Y.U.,Accountant IV,Accounting and Finance,Scottsdale,Employee"
"29033,O.Z.,Teamleiter Customer Development,C3 Management,Ismaning,Employee"
"29037,H.R.,Customer Development Consultant,Outbound for Domainfactory,Ismaning,Employee"
"29038,M.C.,Customer Service Agent,C3 Support,Ismaning,Employee"
"29040,F.G.,Junior Supervisor,Outbound for Domainfactory,Ismaning,Employee"
"29043,I.I.,Customer Development Consultant,Outbound for Domainfactory,Ismaning,Employee"
"29044,B.Y.,Sr. Mgr - Product Mktg,Products,Scottsdale,Employee"
"29045,R.I.,Manager - Corporate Development,Corporate Development,Sunnyvale,Employee"
"29047,A.D.,Workforce Analyst III,C3 Management,Tempe,Employee"
"29048,C.L.,Analyst - Website Security Support II,Products,Remote - Australia,Employee"
"29056,H.N.,Sr. Dir - Procurement,Accounting and Finance,Scottsdale,Employee"
"29057,F.N.,Business Development Specialist,Products,Cambridge,Employee"
"29058,Y.O.,Eng - Software Development III,Products,Remote - NV,Employee"
"29059,G.T.,Eng - Software Development III,Development Products,Iasi,Employee"
"29060,M.A.,Assoc - Secure Certificate Services II,GoDaddy SSL EMEA,Sofia,Employee"
"29061,K.K.,Marketing Ops Technologist II,Global Platform,Scottsdale,Employee"
"29063,T.I.,Marketing Ops Technologist II,Global Platform,Scottsdale,Employee"
"29065,D.N.,Marketing Ops Technologist II,Global Platform,Scottsdale,Employee"
"29090,D.S.,Admin - Systems III,Products,Tempe,Employee"
"29091,A.N.,Eng - Site Reliability IV,Cloud Infrastructure and IT,Remote - CO (Denver),Employee"
"29100,B.O.,Spec - Sales & Support,Inbound for HE Spain,Lugo,Employee"
"29114,S.S.,Outbound Sales Advisor,Outbound for 123 reg,Beeston,Employee"
"29120,I.T.,Outbound Sales Advisor,Outbound for 123 reg,Beeston,Employee"
"29122,G.T.,Oubound Sales Advisor,Outbound for 123 reg,Beeston,Employee"
"29128,M.C.,Eng - Software Development II,Products,Belgrade,Employee"
"29129,M.R.,Dir - Product Management,Products,Sunnyvale,Employee"
"29131,P.I.,Principal Business Analytics Analyst I,Global Market Operations,Kirkland,Employee"
"29132,A.A.,Eng - Software Development III,Global Platform,Kirkland,Employee"
"29134,B.T.,AM Sales II,Aftermarket,Cambridge,Employee"
"29139,M.R.,Software Development Engineer II,Cloud Infrastructure and IT,Scottsdale,Employee"
"2916,M.A.,Eng - Site Reliability VI,Cloud Infrastructure and IT,Scottsdale,Employee"
"29180,K.S.,Website Specialist II,Website Creation,Scottsdale,Employee"
"29181,A.O.,Website Specialist I,Website Creation,Scottsdale,Employee"
"29197,J.N.,Tech - DC Ops I,Data Center,DC - Ashburn (A2),Employee"
"29198,S.L.,Eng - Software Development IV,Cloud Infrastructure and IT,Sunnyvale,Employee"
"29199,O.T.,Senior Manager of Software Development V,Customer Experience,Kirkland,Employee"
"29200,D.N.,Global Talent Acquisition Leader,People Operations,Scottsdale,Employee"
"29201,P.S.,Head of Website Marketing EMEA Brands (UK),Brand Management,Hayes,Employee"
"29202,D.S.,Eng - Software Development IV,Products,Remote - AZ,Employee"
"29203,C.A.,Director Marketing - ECommerce,Global Market Operations,Scottsdale,Employee"
"29204,S.D.,Mgr - Sr. Program,Products,Scottsdale,Employee"
"29205,M.D.,Data Center Technician,Cloud Infrastructure and IT,Singapore (Primary),Employee"
"29212,S.S.,Director Product Management - Consumer Engagement,Products,Remote - CA,Employee"
"29214,A.N.,Marketing Ops Technologist III,Global Platform,Scottsdale,Employee"
"29215,N.N.,Consultant - SalesSupport,CDT GoDaddy Business Advisors,Gilbert,Employee"
"29217,J.R.,Consultant - Productivity I,Productivity Premier,Gilbert,Employee"
"29218,P.E.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"29223,S.H.,Consultant - SalesSupport,Australia CDT,Gilbert,Employee"
"29228,A.A.,Advisor - GoDaddy Business,CDT SEO Test Team,Tempe,Employee"
"29250,I.A.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"29251,A.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"29252,A.A.,Senior Mobile Developer,Products,Carlsbad,Employee"
"29263,B.N.,Mgr - IT Security,Products,Tempe,Employee"
"29264,M.S.,Recruiter II,People Operations,Hiawatha,Employee"
"29265,D.L.,Sr Manager of Software Development,Products,Kirkland,Employee"
"29266,H.Y.,Senior Recruiter,Human Resources,Beeston,Employee"
"29267,S.Y.,Manager - Writers,Customer Experience,Kirkland,Employee"
"29268,S.R.,Sr. Technical Recruiter,People Operations,Remote - NV,Employee"
"29269,N.C.,Rep - Managed Services Wordpress Expert III,Hosting Support Managed Services,Belgrade,Employee"
"29270,N.E.,Eng - Software Development III,Products,Hiawatha,Employee"
"29271,G.V.,Rep - Managed Services Wordpress Expert I,Hosting Support Managed Services,Belgrade,Employee"
"29272,R.N.,Designer - UX IV,Global Platform,Scottsdale,Employee"
"29273,D.N.,Director - SOX,Accounting and Finance,Scottsdale,Employee"
"29275,P.V.,Consultant - C3 I,C3 Management,Sofia,Employee"
"29277,B.Y.,Consultant - C3 I,Inbound for Heart Internet,Sofia,Employee"
"29280,I.V.,Consultant - C3 I,Hosting Support Shared Chat,Sofia,Employee"
"29282,S.O.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"29283,D.V.,Consultant - C3 I,Inbound for Paragon,Sofia,Employee"
"29286,M.A.,Consultant - C3 I,Hosting Support Shared Chat,Sofia,Employee"
"29289,S.S.,Mgr - Sr. Program,Products,Gilbert,Employee"
"29291,A.N.,Dir - Learning & Dev,People Operations,Kirkland,Employee"
"29328,B.N.,Eng - Software Development V,Products,Sunnyvale,Employee"
"29329,G.V.,Consultant - Customer Chat,Inbound for Paragon,Sofia,Employee"
"29330,S.V.,Analyst 1- Quality and Excellence,Inbound for Paragon,Sofia,Employee"
"29361,R.O.,Eng - Software Development V,Customer Experience,Kirkland,Employee"
"29362,T.K.,Eng - Software Development VI,Customer Experience,Kirkland,Employee"
"29365,P.I.,Mgr - Product Mktg,Products,Scottsdale,Employee"
"29369,J.T.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"2937,C.A.,Mgr - Legal,Legal,Tempe,Employee"
"29373,B.H.,Advisor - GoDaddy Business,CDT Campaign Test,Tempe,Employee"
"29375,T.E.,Associate Customer Development Consultant,CDT SEO Test Team,Tempe,Employee"
"29376,T.F.,Eng - Site Reliability V,Cloud Infrastructure and IT,Remote - WA,Employee"
"29380,A.E.,Software Development Eng II,Development Products,Iasi,Employee"
"29382,D.I.,Mitarbeiter Customer Care,Inbound for Host Europe,Hürth,Employee"
"29385,T.N.,Customer Service Agent,Inbound for Domainfactory,Ismaning,Employee"
"29387,K.F.,Senior Manager - Front of Site Growth,Global Market Operations,Kirkland,Employee"
"2941,B.R.,Eng - Software Development V,Global Platform,Scottsdale,Employee"
"29414,C.N.,Analyst - WF III,C3 Management,Tempe,Employee"
"29417,L.S.,Admin - Legal I,Legal,Scottsdale,Employee"
"29419,M.C.,Experience Manager,General Overhead,Belgrade,Employee"
"29428,S.H.,CDT Business Solutions (Representative),CDT Web Presence,Gilbert,Employee"
"29430,L.I.,Eng - Software Development III,Security - Sucuri,Remote - Brazil,Employee"
"29433,F.I.,Scientist - Data II,Products,Carlsbad,Employee"
"29434,V.C.,Rep - Managed Services Wordpress Expert I,Hosting Support Managed Services,Belgrade,Employee"
"29435,H.E.,Rep - Design Support III,Website Creation,Scottsdale,Employee"
"29437,A.Z.,Consultant - SalesSupport,CDT GoDaddy Business Advisors,Gilbert,Employee"
"29438,C.H.,Consultant - SalesSupport,CDT GoDaddy Business Advisors,Gilbert,Employee"
"29439,N.V.,Rep - Managed Services Wordpress Expert II,Hosting Support Managed Services,Belgrade,Employee"
"29440,J.K.,Consultant - SalesSupport,CDT GoDaddy Business Advisors,Gilbert,Employee"
"29444,J.O.,Customer Development Consultant,CDT Attach and Upgrade Test Team,Tempe,Employee"
"29446,D.G.,Dir - Finance,Accounting and Finance,Sunnyvale,Employee"
"29456,M.A.,Analyst - Website Security Support II,Products,Remote - Brazil,Employee"
"29457,T.E.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"29458,K.Y.,Eng - Software Development II,Cloud Infrastructure and IT,Kirkland,Employee"
"29463,D.O.,Rep - Customer Care (FV),C3 Support,Carlsbad,Employee"
"29464,K.M.,Vice President - Employee Experience,People Operations,Kirkland,Employee"
"29466,D.A.,Fungineer,C3 Management,Beeston,Employee"
"29473,J.F.,Tech - DC Ops II,Data Center,Strasburg,Employee"
"29474,T.A.,Principal Software Development Engineer,Global Platform,Sunnyvale,Employee"
"29475,J.N.,Eng - Software Development IV,Global Platform,Scottsdale,Employee"
"29477,G.N.,Senior Software Development Engineer,Transformation,Scottsdale,Employee"
"29487,N.V.,AM Sales II,GoDaddy Aftermarket EMEA,Sofia,Employee"
"29488,D.V.,AM Sales I,GoDaddy Aftermarket EMEA,Sofia,Employee"
"29489,K.S.,Analyst - Website Security Support III,C3 Support,Remote - MI,Employee"
"29490,E.Z.,Accountant III,Accounting and Finance,Scottsdale,Employee"
"29515,M.V.,Designer - UX IV,Products,Sunnyvale,Employee"
"29516,W.M.,Eng - Site Reliability IV,Cloud Infrastructure and IT,Remote - MA,Employee"
"29528,K.O.,Data Center Technician,Data Center,Strasburg,Employee"
"29532,B.L.,Chief Transformation Officer,Transformation,Scottsdale,Employee"
"29538,J.T.,Eng - Software Development I,Products,Tempe,Employee"
"29542,C.E.,Eng - Software Development I,Cloud Infrastructure and IT,Kirkland,Employee"
"29543,R.A.,Eng - Software Development II,Products,Sunnyvale,Employee"
"29548,S.N.,Eng - Software Development II,Global Platform,Sunnyvale,Employee"
"29549,S.A.,Scientist - Data II,Products,Sunnyvale,Employee"
"29550,D.A.,Eng - Software Development II,Products,Sunnyvale,Employee"
"29556,C.A.,Mgr - Assoc Product,Products,Sunnyvale,Employee"
"29561,D.G.,Eng - Software Development III,Technology Engineering,Kirkland,Employee"
"29563,L.N.,Analyst - Payment Operations,Fraud,Tempe,Employee"
"29565,P.L.,Eng - Software Development I,Products,Sunnyvale,Employee"
"29566,B.N.,Eng - Software Development II,Technology Engineering,Kirkland,Employee"
"29567,J.E.,Eng - Software Development II,Global Platform,Kirkland,Employee"
"29570,A.O.,Sr. Mgr - UX,Products,Sunnyvale,Employee"
"29571,R.R.,Website Specialist II,Website Creation,Scottsdale,Employee"
"29572,T.N.,Digital Marketing Executive,Marketing,Beeston,Employee"
"29573,P.L.,Treasurer,Accounting and Finance,Scottsdale,Employee"
"29574,T.O.,Eng - Software Development II,Products,Sunnyvale,Employee"
"29576,M.R.,Analyst - Pricing I,Global Market Operations,Scottsdale,Employee"
"29628,K.S.,Website Specialist II,Website Creation,Scottsdale,Employee"
"29664,G.R.,Mgr - Human Resources,Human Resources,Hayes,Employee"
"29666,J.G.,Eng - Software Development I,Customer Experience,San Francisco,Employee"
"29667,C.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"29669,A.I.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"29670,A.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
"29671,A.U.,Consultant - C3 I,Inbound for 123 reg,Iasi,Employee"
